Chuthiya batting kar raha hai BC Rohit sharma. #INDvsUAE,OAG
"RT @monsun14: बहुमत की भाजपा सरकार ने कांग्रेस को नेता विपक्ष का पद नही दिया

और आज भाजपा दिल्ली में उस पद के लिए हुई मजबूर

#AAPSweep",CAG
नमो का सवच भारत अभियान दिली में सफल न रहा कीचड़ न खिला कमल । #KiskiDilli #DelhiDecides #AAPKiDilli  #AAPSweep,OAG
@D_DeGea ke baad agar kisi mein bahot saari cheez bachane ki kshamta hain toh woh hain #SA ke fielders #CWC15 #IndvsSA,NAG
"बॉलीवुड का हिन्दू विरोधी रंग साफ़ साफ़ दिख रहा है, ऐसे देशद्रोही हिन्दुविरोधी का पूर्ण बहिष्कार करना चाहिए। #BeefBan #BollywoodAshames",OAG
"इस रहाणे चुतिये को आउट करो कोई।

#IndvsSa",OAG
अब ये कौन बोल रहा है टीम इंडिया गुरु राम रहीम गुरमीत सिंह जी के कारन जीत रही है #IndvsSA #MSGRevolution,CAG
"#Congress theek usi tarah se delhi se saaf kar di gai hai jaise Doodh me giri hui makkhi ko nikal k fekte hai.
#DelhiDecides",OAG
Hey bhagwaan...ab ek mandir????!!! Isse kehte hain bhakton ka #modiyapa ! @pankajmishra23 #AAPSweep #AAP,OAG
RT @manojsirsa: 80 सी के अलावा 50 हजार 80 सीसीडी में लगाने पर छूट  #ModiGovt #UnionBudget2015,NAG
RT @Ankit__Parashar: मतलब हर बात पर रो कर किसी तरह काम रोकने या धीरे करने की कोशिश करना आजकल #congress का काम रह गया है।   #RailBudget2015,OAG
"machhli khayega bc.. RT ""@EngineeRoholic : Rohit Aaj Maggi ki jagah mutton khayega. #INDvsUAE #CWC15""",OAG
ABD aayi gawaa. Ab hamaar ka hoga babua? #IndvsSA @TheFakeGeek,NAG
"रहाणे फोर्म मे लग रहे है।

#IndvsSA",NAG
"RT @Main_Bhagwan: Thoda patience rakho. Thoda mujh par bharosa rakho. 50 overs ka game hai. Bahut time hai. 
#IndvsSA #CWC15 #BleedBlue",NAG
"ये गेम ही है Taste का - रनबीर कपूर.
लेकिन चल रहा है Test Match जैसा #IndvsPak",NAG
"RT @shivillex: Aaj toh BJP ka Rahul Gandhi kat gaya.
#AAPSweep
#DelhiDecides
#KiskiDilli",CAG
"RT @abhishekprsnl: 120 दिन पहले कौन प्लान करता है बे ट्रेन जर्नी??
ये सिर्फ दलालो को सुविधा प्रदान करता है 😬😤
#RailBudget2015",CAG
Bhakton ko kya jabardast mirchi lagi hai aaj #KiskiDilli #Kejriwal #AAPSweep #DelhiDecides,OAG
@Gurmeetramrahim          #BlockBusterMSG kya baaat. ..congratulation papa jii,NAG
RT @iAsifKhan: Abey saalon.....ab Highlight per bhi satta lagaoge? #IndvsSA #JaiHind,OAG
"किसका खून नहीं खौलेगा, पढ़ करके
अखबारो में
देशद्रोहि अब राज करेंगे,दिल्ली के
दरबारों मे #AAPSweep
#3DaysToMSG",OAG
टीवी पे भगवान _/\_ #Sachin #IndvsSA,NAG
@Gurmeetramrahim #MSGinCinemas hum tere bin Ab rah nahi skate here bina kya vajud mera.Ab tumhi ho meri jindgi tumhi http://t.co/s5QnYGyo2u,NAG
मार मार के भोसड़े सुजा दे कोहली। #IndWins #IndVsPak #PakVsInd,OAG
"Na ""RaamJade"" na ""Har****jade"" public sirf hai ""Amjade"" .. janhit me jaari to Sadvi Nirnjana and Sakshi Maharaj #AAPSweep",OAG
"साला अब देखो मैच खत्म होते ही गिलानी समी के खिलाफ फ़तवा निकाल देगा
काफ़िर है साल काफिर मुल्लो के विकेट लेता है

#देशीट्वीट 
#IndvsSA",OAG
"24 घंटे बीत चुके है पर कोई विकास नहीं हुआ है दिल्ली में : भक्त वो भी अंधे वाले।
#AAPSweep”",OAG
@Gurmeetramrahim #MSGincinemas hurrrrraaaa...y  dhan dhan satguru tera hi asra. ..,NAG
"BJP MLAs चाहें तो एक ही bike पर बैठ के वि.स. जा सकते हैं but AAP Govt. में ""tripelling is not allowed"" thats why TATA Nano! #AAPSweep #AK67",CAG
"मोदी जी #केजरीवाल के oath ceremony में तभी आएंगे अगर उन्हें फेंकने के लिए माइक दिया जाए।
@NavenduSingh_ #AAPSweep #AAPStorm",CAG
Ye kya ho raha hai? Kyu ho raha hai? Gaali dene pe majboor kar rahe hai ye log... #CWC15 #IndvsPak,CAG
"@BDUTT  बरखा दत्त बिलावल के सीने पर
अपनी चुडिया तोडने वाली है भारत की जीत के
बाद  #IndvsSA",OAG
Kal hain mauka 6 mein 6 karne ka. Aur Pakistan ko phir se Rulaane ka. #IndvsPak #bleedblue #wontgiveitback,OAG
@DrKumarVishwas Badi Behen Haar Gai ab debate ka kya hoga.!!! ;) @thekiranbedi ab Tamasha nai ho payega...lol #AAPSweep #AAPKiDilli,CAG
"Direct hit 
sensational South Africa
Rohit Sharma departs
#Ind 9/1 
#IndvsSA",NAG
"#fnind PM मोदी का कांग्रेस पर करारा हमला यूपीए ने NDA सरकार की योजनाओं के बदले नाम #BeefBan
#NirbhayaInsulted
#SAvIRE http://t.co/KczxgKs5Wl",OAG
"#DelhiDecides घोंडा से आप के
श्री दत्त शर्मा ने बीजेपी के साहब सिंह
चौहान को 8093 मतों से हराया
#AAPSweep",NAG
BJP ke 3 Bandar aye hai chunn ke !!! #AAPSweep,OAG
"Kar liya tha India ne irada PAKKA...
Maar diya pak k khilaf jeet ka CHAKKA .... #जयहिन्द #IndvsPak #CWC15",OAG
अबे बीफ नहीं खाओगे तो मर जाओगे क्या कलमुहे यहाँ मायावती जी ने रोटी नहीं खाई जब से लोक सभा के नतीजे आये हैं। #BeefBan,OAG
"RT @drsandeepNEWS24: #AAPSweep:@ArvindKejriwal को #ZPlus सुरक्षा देने पर@news24tvchannel पर बोले@DrKumarVishwas,कहा #Kejriwal किसी तरह की …",CAG
बड़े बजुर्ग कहते ते की टाइम पे शादी कर दो ! घर पे मन लघेग ! #RahulOnLeave,CAG
"अरे BC क्या कर रहे हो विकेट लो इन गांडू लोगोँ के
#IndvsSA",OAG
"ओ गुरु सारे बन्दे आज अपनी पत्नीयो को #MSG  दिखा लाओ 2 दिन बेहोश रहेगी औरआप कल को #IndvsPak का मैच शांति से देख पाओगे। ठोको RT
@varanasilive",OAG
Shahid Afridi: India walle uch-nich kuch nahi dekhte. .  Aaj UAE me bhi sabko batting mil jayega aaj í ½í¸í ½í¸ #IndvsUAE #wc2015,NAG
पवन बंसल ने कहा #RailBudget2015 निराशाजनक है बात तो सही है क्योंकि जब मामा-भांजा घूस लेंगे तभी आशाजनक बजट होगा @ZeeNewsHindi,OAG
#aapsweep लोकसभा में बीजेपी की जीत कांग्रेस का विरोध मात्र थी । मोदी या शाह के पास कोई जादुई छड़ी नहीं थी दिल्ली यही दिखा रही है।,CAG
RT @pramiladixit: @thekiranbedi ने एक बार फिर प्रधानमंत्री की गाड़ी उठा ली😜 #5saalKejriwal #AAPKiDilli #AAPSweep,CAG
"RT @Shailav_: Kiran: सुन रहा है ना तू?
AK :हा 
Kiran : रो रही हु में.. #DelhiDecides #AAPKiDilli",CAG
"यात्री किराए नही बढ़ाया जाएगा... मतलब रेलवे मे विश्व स्तरीय सेवा जारी रहेगी... ;)

#RailBudget2015",CAG
"Itne to karwa do ab ""@sk00monu: Bhai 300 to karwa hi dena yaar. #IndvsSA""",NAG
"Bhencho, replay dikhaana bandh karo ~~ Amla. #IndvsSA",OAG
RT @YesIamSaffron: कल @AamAadmiParty के पाकि अब्बा जान की टीम हिन्दूस्तानि शेरो के सामने घूटने टेक छक्का बनगयी छ: बार हारकर #IndvsPak http:…,OAG
"India Na Gand Pakistan ki Aise Phadi Ki OLX Pe
Dalne Layak Bhi Na ChodiÃ­ í ½í¸
#Indvspak",OAG
पंखे तो चलते नही ट्रेन में पहले उनको ठीक करो CCTV बाद में लगाना प्रभु।  #RailBudget2015,CAG
"@MhaAgyaani @DIXIT_G उधर पाक कि टीम, केजरी की जीत देख कर के अपने हौसले बुलंद कर रही है । सोच रही कि वे भी जीत जाएंगे । #IndvsPak",CAG
"अनुष्का शर्मा को कोई बोलो भाई २-4 चुम्बन विराट को मेसेज कर दे जिससे कुछ स्टेमिना तो बड़े भाई का आज बॉल नही खिच रही है
#CWC15 #IndvsSA",OAG
"मुझे नही लगता केजरीवाल का कोई भी वादा मोदी के वादो का आधा भी है,केजरीवाल के 70 वादे मिलाकर भी 'हर खाते मे 15 लाख' वादे से छोटे है
#AAPSweep""",CAG
@sushianand @Indianxpress aur try karo Dictator banna #AAPRift #BeefBan @cnni,OAG
"Phele kisi me kuch karne nahi diya 
 Aur ab koi rokne wala nahi hai 😄 #AAPSweep",CAG
#IndvsPak  Lola oru 6 adichtu oru varusham suthiktu irupan,NAG
Cmon raina.. Bhai 100 poore karne hai #IndvsPak,NAG
#AAPSweep 10 lakh ke suit utar kar apne sade kapdo me aa jayo nahi to public bina kapdo kar kar ke zadoo baja degi ye public sab janti hai.,OAG
"RT @krishnpria: Breaking News: भारत की जीत के साथ ही पाकिस्तान में सभी टेलीविजन शोरूम की सुरक्षा बढ़ा दी गयी है...

#IndVsSA",CAG
"बहनचोद कुछ भोसड़ीवाले इतने नाजुक मौके पर भी शायरी पेल रहे हे, सचिन को क्या मुह दिखाओगे बे 😡😡🙏🙏 #IndvsPak  #जयहिन्द",OAG
"Sabka badla lega tera kohli.

#IndvsPak",CAG
"vikas ke naare pe jeetne wali #bjp ke vikas ke naaro ki hawa nikal gai

#KiskiDilli 
#DelhiDecides 
#AAPKIDILLI",OAG
"आप ने तो कुछ अलग ही कर दिया यार.. #KiskiDilli #DelhiResults
#DelhiDecides",NAG
"और इसी के साथ अफ़्रीकी खिलाड़ी मैदान पे आते हुए।
#IndvsSA http://t.co/kT4br9XHkM",NAG
"शेर के पांव में अगर कांटा चुभ जाये तो
इसका मतलब ये कतई नही की अब राज कुत्ते करेंगे

जय श्री राम 
 #AAPSweep
#DelhiDecides",OAG
"बधाइयां बधाइयां,modiji was right, झूठ बार बार नहीं चलता ओर दिल्ली ने दिखा दिया कि झूठ बार बार नहीं चलता।।।
#KudosAAPVolunteers #AAPSweep",OAG
"ना पैसे से ना दारु से, सरकार बन गई झाड़ू से!!  #AAP #delhidecides #Dillikiski @aamaadmiparty",NAG
@jeet30 ekhon nischoi #IndVsSa Match dekhcho? tomar Sunday ta khuuuuuuub bhalo katuk sona dada!,NAG
Modiji ko Swaccha Bharat Abhiyan bhari pad gaya #BJPWashedOff #AAPSweep,CAG
"#AAPSweep अभी दिल्ली हुई हमारी है, अब पंजाब की बारी है |",CAG
"Kya ??
Ek aur wicket gir gaya SA ka ?? 
Kuch naya bolo yar.....
#IndvsSA",NAG
"#IndvsSA
किसी ने शायद ही सोचा होगा कि साउथ अफ्रीका इतनी जल्दी घुटने टेक देगा। 
#CWC15",NAG
#AAPSweep जो चुतिये दिल्ली मे मोदी की हार मान रहे है उनको यह तो मालूम है ना कि ६७MLA  का मतलब मोदी के ७ MP होते है व उनके पास ३३१ MP है,OAG
"RT @KHUSHAHALSINGH: मीडिया अग्रेज़ी शब्दो का उपयोग करके साजीसन हिंदुओ की भावनाओ से बचरही है!
कमीनो""गौमाता का माँस""क्यो नही बोल रहे हो?ये बी…",OAG
@ITwingDSS @AmbikaInsan @Gurmeetramrahim @MSGTheFilm #BlockBusterMSG dhan dhan satguru tera hi aasra Woooow yeh toh shuruwat ki jhalak h,NAG
"Haari hui #BJP yaha hain @AmitShahOffice kaha hain 
#DelhiDecides #KiskiDilli",CAG
@NupurSharmaBJP @ArvindKejriwal बम ब्लास्ट हो गया जी #AAPSweep  #ThankYouDelhi,NAG
"#LandAcquisitionBill बिल 100 साल पहले गुलाम भारत की कृषि व्यवस्था को खत्म करने के लिए लाया गया था, यही काम आज हो रहा हैं बिना रोक टोक के।",OAG
"कांग्रेस को गरीबों कीबात करते देख महसूस होता है, जैसे होटलमालिक, अपने यहां काम करनेवाले बैरा के हक की लड़ाई लड़ रहा हो। #LandAcquisitionBill",OAG
kuch log iss desh main rehkar desh ke sath gaddari krte hai...unko @narendramodi ji kab saza doge?? #BeefBan,OAG
"RT akinsan777: RT jsingh341: RT insanpritpal3: RT meenuinsan: Gurmeetramrahim #MSG3SuccessfulWeeks 
papaji Dil nhi lag rha😒😒, kb aaoge aap🙏…",NAG
RT @abhiru80: ६० वर्षों से देश की जनता के आँखों में धूल झोंक कर देश को लूटने वाली कांग्रेस को इतना बेहतरीन #RailBudget2015  भी निराशा जनक ल…,OAG
Rishtey mein toh hum Pakistan ke baap lagte hai naam hai India. #Intro #BigBCommentaryDebut #IndVsPak,CAG
"RT @monsun14: चेतन भगत का ""मोहन जो दड़ो"" में एक 2 एकड़ का प्लाट था , अगली किताब उस पर आ रही है #LandAcquisitionBill",CAG
"RT @mataonline: ‘प्रियांका लाओ, काँग्रेस बचाओ’चे नारे
http://t.co/RABoQG4UMW बातमी
#delhi #priyankagandhi #DelhiDecides @mataonline http://…",NAG
"ये @narendramodi 
के मन्त्रीमण्डल की तरह ही उनकी
SM आर्मी में बेहद नक्कारा और
प्रेसर में बावली हो जाती है ।
#DelhiDecides",OAG
भक्तो को दिल्ली की जाग्रत जनता का सन्देश.......बकलोली छोड़ कुछ रचनात्मक काम करे..। #AAPSweep,CAG
Dhawan da. . . Rohit da. . . . Vada vada india la vanthu parunga da.  #INDvsPAK #IndvsPak #CWC15 #WC15,NAG
"RT @punjabkesari: पुलिस के आला अधिकारियों से मिले केजरीवाल, स्वीकार कर सकते हैं बढ़ी हुई सुरक्षा - सूत्र 
#AAPSweep #DelhiDecides #Kejriwal…",NAG
Bass ye dikhado DeVilliers aur DuPlessis ko.Match Jeet jayenge hum. #IndvsSA   http://t.co/PzuyzPgVHw,NAG
रहाणे आज सांडे का तेल पी कर आया है ! #IndvsSA,CAG
'Yeh aawaz to kutte key munh sey bhi achhi lagti hai' . #Shamitabh #IshqEfillum @shamitabhMovie #SHamitabhMovie,NAG
"दिल्ली :  भावी CM  अरविंद केजरीवाल से मुलाकात में PM मोदी ने कहा कि दिल्ली को पूर्ण राज्य का दर्जा देने के बारे में विचार करेंगे। #AAPStorm""",CAG
RT InsaAnjali: RT sonaminsan1: Gurmeetramrahim #MSGTheFilm tera nur kre cham cham ghna hiii te to lage pyara..... #MSG3Successfulweeks,NAG
RT JasvirSjasvir: RT jsingh341: RT insan_tulsi: RT SonamAroraInsan: Gurmeetramrahim #BlockBusterMSG &amp; #MustWatchMS… http://t.co/4Yu9VCgRmk,NAG
"जो कहते थे अरविंद,
आरजक हैं 
भगोड़ा हैं 
बन्दर हैं 
वो देखलें हमारा अरविंद मुकद्दर का सि
#AAPSweep",CAG
"Kuchh toh phool khilaayein hai, kuchh aur khilaanay hain, Mushqil ye hai abhi baagh mein kaantay kaiin puranay hain - #UnionBudget2015",NAG
"India wale be like, ""Kab phorenge?""
#IndvsSA",NAG
"RT @die_hard_msdian: क्या ये सरकार""""झूठ पर ही चलती है""""मोदी से पर्रिकर सब""""झूठ ही झूट #LandAcquisitionBill #ArvindAnnaBack @AAPforINDIA htt…",CAG
"RT @dr_sandeepyadav: पाकिस्तानी टीम:
अल्लाह तेरा रहम है, हमने 200 तो बना लिए थे।

@anil_artani 
#IndvsSA #BleedBlue",CAG
फिल्मी कुकरमुत्तों को दिल्ली और लोगों की नहीं पड़ी है . उन्हें स्टेज शो मिल जायें और कुछ धुनें और बना लें सफल हो जाएंंगे #AAPSweep,CAG
२०० के मफलर ने ९ लाख के सूट को हरा दिया ! #DelhiDecides,CAG
पूर्ववर्तियों की तरह किसी कसमें-वादे एक्सप्रेस का ऐलान नहीं किया @sureshpprabhu ने। बड़े-बड़े देश में पहली बार ठीक-ठीक बात।  #RailBudget2015,CAG
RT @Bhale_Saurabh: हमारा आठ सीटों से से ज़ीरो सीट पर आ जाना बीजेपी सरकार के अहंकार की हार है-कांग्रेस #DelhiDecides,CAG
Gaand lagne waali hai #IndvsSA,OAG
"RT @mawalibhai: Aur apni eena meena deeka, India se Haar chakhegi South Afreeka! Bolne wali publeeak! #DeVilliers #IndvsSA",CAG
YE PK MOVIE KISKO PASAND AYI?! 😒,NAG
RT @muh_phatt: Ek to ye bhen ka lauda mood kharab kar deta hai.. Jiske hazaro papa hain...  #IndvsSA,OAG
"सौरव गांगुली कमेंटेटर कम मार्केटिंग एक्ज़ेक्युटिव ज्यादा लग रहा है
#IndvsSA",OAG
पाकिस्तान पूरी कोशिश कर रहा है की मैच प्रेजेंटेशन में मिस्बाह को इंग्लिश ना बोलनी पड़े #indvspak #cwc15,CAG
"""@mein_pakistani: #IndvsSA SA will chase 308 easily just wait n watch."" #IndvsSA अपने लौंडे साले अब तो जीतने का माहौल बनाने लगे हैं. #मौका",OAG
@aniofcal agar aap isko ek aam adhmi key roop mian socho tab aapko malum hoga key jo baate boli gayi hai wo kitne sachi hai #RailBudget2015,NAG
आपियों से 67 सीट की हार का बदला पाकीयो को 76 रनों से हराकर ले लिया गया है #IndvsPak #IndWins #AAPSweep,OAG
"केजरीवाल के मजे लेने की शुरुआत स्वयं राष्ट्रपति प्रणव मुखर्जी ने ' भारतीय सविंधान "" पुस्तक भेट करके के। #AAPSweep",CAG
Modi ji apna 10 lakh ka suit pehan ke Connaught Place ke 10 chakkar bhi laga le toh aaj koyi notice nahi karega. #IndvsPak,NAG
